Time  [ms],"GPU Frequency [KHz]",Time  [ms],"GPU Load [%]",Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
92476,310000,92477,31,92478,100,92478,1371572,92483,83,
92577,310000,92578,0,92579,100,92580,1371372,92592,83,
92678,310000,92679,0,92680,100,92681,1371828,92701,83,
92787,310000,92788,0,92789,100,92790,1372348,92807,83,
92888,310000,92889,0,92891,95,92893,1374244,92905,79,
92996,310000,92997,0,92999,100,93000,1373456,93036,83,
93103,310000,93104,0,93106,100,93108,1373784,93136,83,
93201,310000,93202,0,93204,100,93204,1374332,93211,83,
93302,310000,93303,0,93304,100,93305,1374704,93312,83,
93403,310000,93403,0,93405,100,93406,1375696,93412,83,
93503,310000,93505,0,93507,100,93509,1374004,93527,83,
93603,310000,93605,0,93606,97,93608,1374624,93619,81,
93704,310000,93705,38,93706,100,93708,1374580,93715,83,
93804,310000,93805,38,93807,100,93808,1375448,93831,83,
93911,310000,93912,38,93913,100,93914,1373420,93919,83,
94014,310000,94015,38,94016,100,94017,1373916,94023,83,
94135,310000,94136,38,94137,100,94138,1374296,94153,83,
94218,310000,94219,38,94221,100,94221,1374792,94236,83,
94319,310000,94319,38,94322,97,94331,1373376,94341,82,
94419,310000,94421,38,94423,100,94423,1374040,94430,83,
94536,310000,94536,38,94538,97,94539,1374536,94567,82,
94631,310000,94632,38,94634,97,94636,1374588,94651,81,
94734,310000,94735,38,94737,100,94738,1375084,94780,83,
94846,310000,94847,38,94848,100,94849,1372904,94866,83,
94946,310000,94947,38,94948,97,94949,1373772,94968,81,
95046,310000,95047,38,95048,100,95049,1374144,95055,83,
95147,310000,95147,38,95149,100,95150,1374516,95168,83,
95258,310000,95259,23,95261,100,95262,1375136,95319,83,
95356,310000,95357,23,95359,100,95361,1374480,95367,83,
95457,310000,95457,23,95459,97,95460,1374852,95469,81,
95557,310000,95558,23,95559,100,95560,1374976,95571,83,
95657,310000,95658,23,95659,100,95660,1375456,95678,83,
95758,310000,95759,23,95760,100,95761,1373728,95768,83,
95859,310000,95859,23,95861,100,95862,1373852,95872,83,
95959,310000,95960,23,95961,100,95962,1374464,95979,83,
96085,310000,96086,23,96088,100,96089,1375084,96127,83,
96160,310000,96161,23,96162,100,96163,1373480,96182,83,
96263,310000,96264,23,96265,97,96266,1373604,96284,82,
96364,310000,96365,23,96367,100,96368,1373852,96384,83,
96464,310000,96465,23,96466,100,96467,1374216,96474,83,
96564,310000,96565,23,96567,100,96567,1374340,96608,83,
96665,310000,96666,23,96667,100,96669,1373088,96695,83,
96766,310000,96767,28,96768,100,96769,1373460,96783,83,
96867,310000,96867,28,96869,100,96870,1373664,96896,83,
96968,200000,96969,28,96970,97,96971,1374284,96986,81,
97069,310000,97070,28,97071,100,97072,1374532,97080,83,
97170,310000,97176,28,97182,100,97183,1373352,97220,83,
97276,310000,97277,28,97279,97,97282,1373788,97322,82,
97371,310000,97372,28,97373,100,97374,1374284,97392,83,
97424,310000,97424,28,97426,100,97426,1374532,97432,83,
97575,310000,97576,0,97581,100,97582,1375648,97614,83,
97625,310000,97626,0,97627,100,97628,1373168,97634,83,
97725,310000,97726,0,97728,100,97735,1373664,97753,83,
97826,310000,97826,0,97836,100,97837,1374284,97869,83,
97926,310000,97928,0,97929,100,97930,1375028,97961,83,
98026,310000,98027,0,98029,100,98030,1375100,98041,83,
98127,310000,98128,0,98129,100,98130,1373264,98136,83,
98227,310000,98228,0,98229,100,98230,1373564,98237,83,
98328,310000,98329,28,98330,97,98331,1373936,98357,81,
98428,310000,98429,0,98430,97,98431,1374308,98486,81,
98529,310000,98529,0,98531,100,98531,1372240,98562,83,
98629,310000,98630,0,98631,100,98632,1372860,98659,83,
98730,310000,98730,0,98731,100,98732,1373440,98749,83,
98830,310000,98832,0,98833,86,98835,1377260,98848,72,
98931,310000,98932,0,98933,94,98934,1374480,98940,77,
99031,310000,99032,0,99033,97,99034,1372804,99042,83,
99131,310000,99132,0,99134,100,99135,1373300,99141,83,
99232,310000,99233,0,99234,100,99235,1373300,99241,83,
99332,310000,99333,0,99334,97,99335,1373860,99343,81,
99433,310000,99434,0,99447,100,99449,1374356,99468,83,
99533,310000,99534,0,99536,97,99537,1372528,99543,81,
99684,310000,99685,0,99686,100,99687,1373416,99719,83,
99785,310000,99785,0,99787,100,99788,1374036,99815,83,
99885,310000,99886,29,99887,100,99888,1374780,99911,83,
99936,310000,99937,29,99939,95,99940,1374904,99948,79,
100043,310000,100044,29,100046,100,100047,1373476,100061,83,
100148,310000,100149,29,100150,100,100151,1373848,100159,83,
100248,310000,100249,29,100251,100,100252,1373952,100267,83,
100349,310000,100350,29,100351,100,100352,1374572,100366,83,
100449,310000,100450,29,100451,100,100452,1374696,100462,83,
100550,310000,100551,29,100552,100,100553,1372868,100573,83,
100655,310000,100656,29,100659,100,100663,1373416,100675,83,
100756,310000,100757,29,100758,100,100759,1374036,100789,83,
100856,310000,100857,29,100858,97,100859,1374656,100869,79,
100973,310000,100974,29,100975,93,100976,1374396,100981,80,
101065,310000,101066,29,101067,92,101068,1374252,101080,76,
101166,310000,101167,29,101169,94,101170,1374920,101221,80,
101268,310000,101269,29,101270,100,101271,1374920,101288,83,
101369,310000,101369,29,101371,95,101373,1373044,101379,79,
101469,310000,101470,29,101472,97,101472,1373292,101478,81,
101570,310000,101570,29,101572,100,101573,1373836,101587,83,
101670,310000,101671,29,101672,100,101673,1374408,101679,83,
101775,310000,101777,29,101786,100,101787,1375028,101816,83,
101876,310000,101876,29,101878,91,101879,1373224,101887,77,
101977,310000,101978,29,101979,89,101980,1374092,101995,75,
102078,310000,102078,29,102079,100,102080,1374340,102090,83,
102178,310000,102179,29,102180,100,102181,1374836,102190,83,
102279,310000,102279,29,102281,100,102282,1375896,102303,83,
102380,310000,102380,29,102382,100,102383,1374116,102399,83,
102480,310000,102481,29,102483,100,102488,1374240,102503,83,
102581,310000,102582,29,102583,100,102587,1375232,102596,83,
102681,310000,102682,29,102683,97,102684,1375640,102691,81,
102783,310000,102784,29,102786,100,102787,1374160,102794,83,
102883,310000,102884,29,102885,100,102886,1374656,102893,83,
102984,310000,102984,29,102986,100,102987,1375276,102994,83,
103084,310000,103085,29,103086,100,103088,1375836,103095,83,
103185,310000,103186,29,103188,100,103189,1373556,103205,83,
103286,310000,103287,29,103294,97,103295,1374176,103302,81,
103386,310000,103387,29,103392,97,103393,1374672,103399,81,
103487,310000,103488,29,103490,100,103492,1375292,103503,83,
103588,310000,103589,29,103591,97,103592,1375912,103630,81,
103688,310000,103689,29,103691,97,103692,1374332,103708,81,
103789,310000,103790,29,103791,100,103792,1374456,103809,83,
103889,310000,103895,0,103896,100,103898,1374704,103917,83,
103992,310000,103994,25,103997,100,103998,1375448,104016,83,
104102,310000,104103,25,104104,100,104114,1375696,104172,83,
104199,310000,104200,25,104201,100,104202,1376384,104238,83,
104300,310000,104300,25,104302,100,104303,1374444,104330,83,
104400,310000,104401,25,104403,100,104403,1375188,104412,83,
104501,310000,104502,25,104503,100,104504,1375436,104536,83,
104601,310000,104602,25,104604,100,104605,1375764,104612,83,
104706,310000,104706,0,104712,100,104714,1376260,104762,83,
104811,310000,104812,0,104813,97,104814,1374704,104832,82,
104912,310000,104913,0,104914,100,104929,1374828,104953,83,
105013,310000,105013,0,105015,97,105016,1375516,105037,81,
105126,310000,105128,0,105130,100,105130,1376136,105167,83,
105176,310000,105177,0,105179,100,105180,1376508,105198,83,
105276,310000,105277,0,105278,100,105279,1374452,105297,83,
105376,310000,105377,0,105379,100,105380,1374824,105398,83,
105477,310000,105478,27,105479,100,105480,1375320,105488,83,
105578,310000,105579,27,105580,100,105581,1375816,105602,83,
105678,310000,105679,27,105681,100,105682,1376260,105710,83,
105779,310000,105780,27,105781,100,105782,1374580,105817,83,
105880,310000,105880,27,105882,97,105883,1374580,105907,81,
105980,310000,105981,27,105982,100,105983,1375076,106000,83,
106080,310000,106081,27,106083,100,106083,1375076,106091,83,
106181,310000,106182,0,106183,97,106184,1376012,106222,82,
106281,310000,106286,0,106288,100,106288,1374056,106302,83,
106387,310000,106388,0,106389,100,106390,1374676,106409,83,
106487,310000,106488,0,106490,100,106491,1375172,106502,83,
106588,310000,106589,0,106590,100,106593,1375792,106621,83,
106689,310000,106689,0,106691,100,106692,1376260,106703,83,
106789,310000,106790,0,106791,100,106792,1374916,106810,83,
106891,310000,106892,0,106896,100,106897,1375288,106913,83,
106992,310000,106993,28,106994,97,106995,1375784,107011,81,
107093,310000,107094,28,107096,95,107097,1376032,107104,79,
107193,310000,107194,28,107197,80,107198,1374528,107216,67,
107294,310000,107294,28,107300,100,107301,1374900,107308,83,
107394,310000,107395,28,107402,97,107403,1375272,107412,81,
107496,310000,107498,28,107499,89,107505,1374612,107516,75,
107596,310000,107597,28,107600,95,107601,1374776,107619,79,
107696,310000,107698,28,107700,97,107701,1373828,107723,81,
107797,310000,107798,28,107803,100,107804,1374448,107814,83,
107897,310000,107898,28,107899,100,107900,1374820,107929,83,
108002,310000,108003,28,108006,100,108007,1375564,108026,83,
108098,310000,108099,28,108106,94,108107,1373584,108116,79,
108199,310000,108200,28,108206,100,108207,1373552,108224,83,
108299,310000,108300,30,108302,100,108303,1374296,108321,83,
108400,310000,108401,30,108414,90,108416,1374588,108425,77,
108500,200000,108501,30,108506,86,108507,1373444,108518,69,
108600,200000,108602,30,108607,78,108609,1373596,108623,68,
108701,200000,108703,30,108716,72,108717,1374668,108723,57,
108807,200000,108808,30,108809,100,108810,1375288,108823,83,
108907,200000,108908,30,108909,100,108911,1375908,108950,83,
109012,310000,109012,30,109014,100,109014,1373700,109019,83,
109113,310000,109114,30,109115,100,109116,1374196,109126,83,
109215,310000,109216,30,109217,100,109218,1374948,109229,83,
109316,310000,109316,30,109318,97,109318,1375444,109325,81,
109425,310000,109426,30,109427,100,109428,1374292,109433,83,
109519,310000,109520,30,109521,97,109522,1374912,109527,81,
109622,310000,109623,37,109624,97,109625,1375516,109631,81,
109722,310000,109723,37,109724,100,109725,1376136,109730,83,
109832,310000,109833,37,109834,91,109834,1375072,109841,76,
109929,310000,109930,37,109931,97,109932,1375640,109938,81,
110030,200000,110031,37,110032,100,110033,1375640,110061,83,
110131,200000,110132,37,110133,100,110134,1375816,110140,83,
110233,200000,110234,37,110235,97,110237,1376560,110265,81,
110335,310000,110336,37,110351,100,110356,1375356,110363,83,
110436,310000,110436,37,110443,100,110444,1375976,110457,83,
110536,310000,110537,37,110538,100,110539,1376472,110555,83,
110637,310000,110638,37,110639,100,110640,1376632,110657,83,
110741,310000,110744,37,110746,100,110749,1374916,110759,83,
110843,310000,110843,37,110845,97,110846,1375412,110857,81,
110943,310000,110945,30,110947,97,110955,1375536,110971,82,
111044,310000,111045,30,111046,100,111047,1375660,111059,83,
111145,310000,111146,30,111150,100,111160,1375936,111169,83,
111245,310000,111246,30,111248,97,111250,1374832,111270,81,
111345,310000,111347,30,111348,100,111349,1375204,111379,81,
111446,310000,111446,30,111448,97,111449,1375640,111460,83,
111546,310000,111547,30,111548,100,111549,1376384,111579,83,
111665,310000,111667,30,111668,100,111669,1374404,111686,83,
111716,310000,111717,30,111720,100,111722,1374652,111750,83,
111817,310000,111818,30,111834,100,111835,1375396,111850,83,
111917,310000,111918,30,111924,100,111926,1376016,111935,83,
112018,310000,112018,30,112031,100,112033,1376636,112040,83,
112118,310000,112119,30,112120,100,112121,1374436,112140,83,
112219,310000,112220,0,112225,100,112226,1375056,112241,83,
112326,310000,112327,0,112328,100,112330,1375552,112336,83,
112432,310000,112432,27,112434,100,112435,1376296,112453,83,
112532,310000,112532,27,112534,100,112535,1376792,112568,83,
112628,310000,112628,27,112630,97,112631,1374772,112639,81,
112728,310000,112729,27,112731,100,112731,1375268,112748,83,
112829,310000,112829,27,112831,100,112832,1375888,112888,83,
112929,310000,112930,27,112931,100,112932,1376384,112946,83,
113030,310000,113031,27,113032,100,113034,1377004,113041,83,
113131,310000,113132,27,113133,100,113134,1376132,113140,83,
113231,310000,113232,27,113234,100,113235,1376380,113241,83,
113332,310000,113333,27,113335,100,113336,1376876,113343,83,
113433,310000,113433,27,113434,100,113443,1377248,113484,83,
113533,310000,113534,27,113535,100,113536,1374368,113542,83,
113634,310000,113634,27,113636,100,113637,1374648,113643,83,
113734,310000,113735,27,113737,100,113738,1375268,113744,83,
113835,310000,113836,27,113838,100,113839,1375516,113845,83,
113936,310000,113937,28,113944,97,113951,1376508,113970,82,
114036,310000,114037,28,114040,100,114041,1375564,114065,83,
114137,310000,114137,28,114139,100,114140,1376060,114147,83,
114237,310000,114238,28,114239,100,114240,1376680,114246,83,
114337,310000,114338,28,114339,100,114340,1376928,114346,83,
114438,310000,114439,28,114440,100,114441,1374896,114458,83,
114538,310000,114540,28,114542,100,114543,1375392,114570,83,
114643,310000,114644,28,114649,100,114651,1376136,114657,83,
114744,310000,114745,28,114747,97,114748,1376756,114753,81,
114845,310000,114846,28,114848,100,114849,1374956,114854,83,
114945,200000,114946,28,114947,95,114948,1375452,114954,80,
115046,310000,115047,28,115048,94,115049,1375824,115054,79,
115146,310000,115147,28,115148,97,115149,1376136,115156,81,
115255,310000,115256,28,115257,97,115258,1374580,115264,81,
115347,310000,115348,25,115349,97,115350,1375076,115367,81,
115448,310000,115448,25,115450,97,115451,1375820,115472,81,
115548,310000,115549,25,115550,88,115551,1376428,115557,73,
115648,310000,115649,25,115650,97,115651,1377128,115667,81,
115752,310000,115753,0,115755,97,115756,1375452,115763,81,
115855,310000,115856,0,115858,100,115859,1376072,115875,83,
115960,310000,115961,0,115963,100,115964,1376320,115973,83,
116061,310000,116062,0,116064,97,116065,1376692,116072,82,
116162,310000,116163,0,116164,100,116165,1375312,116172,83,
116263,310000,116264,0,116266,100,116267,1375808,116284,83,
116363,310000,116364,0,116366,100,116366,1376552,116373,83,
116464,310000,116465,0,116466,100,116467,1376756,116490,83,
116566,310000,116567,0,116569,100,116570,1377128,116596,83,
116668,310000,116668,0,116670,97,116671,1375516,116681,81,
116768,310000,116769,0,116770,100,116771,1375516,116788,83,
116869,310000,116869,0,116871,100,116872,1375516,116878,83,
116969,310000,116970,0,116971,100,116972,1375516,116978,83,
117070,310000,117071,28,117076,100,117087,1375664,117096,83,
117170,310000,117171,28,117173,100,117173,1376408,117180,83,
117271,400000,117273,28,117274,100,117276,1375832,117294,83,
117371,400000,117372,28,117373,97,117374,1376576,117381,81,
117472,400000,117473,28,117474,85,117475,1377836,117493,71,
117574,400000,117575,28,117576,95,117577,1377736,117584,79,
117675,310000,117675,28,117677,100,117678,1375740,117699,83,
117776,310000,117777,28,117784,95,117796,1375988,117824,80,
117876,310000,117880,0,117881,97,117882,1376608,117899,81,
117987,310000,117988,0,117989,100,117999,1377228,118023,83,
118090,310000,118091,0,118092,100,118094,1377600,118100,83,
118191,310000,118192,0,118193,100,118194,1376204,118204,83,
118291,310000,118293,0,118296,100,118298,1376452,118318,83,
118391,310000,118392,0,118393,78,118394,1377196,118424,65,
118495,310000,118497,29,118498,100,118499,1377196,118516,83,
118593,310000,118594,29,118595,100,118596,1376812,118608,83,
118693,200000,118694,29,118696,95,118697,1377556,118703,79,
118795,310000,118796,29,118798,100,118799,1378300,118821,83,
118895,310000,118896,0,118901,100,118903,1378796,118936,83,
118950,310000,118951,0,118953,100,118954,1379168,118970,83,
119051,310000,119053,0,119056,100,119057,1376800,119081,83,
119151,310000,119152,0,119154,100,119155,1377172,119169,83,
119252,310000,119253,0,119254,100,119256,1377668,119282,83,
119353,310000,119354,0,119356,100,119357,1377792,119378,83,
119453,310000,119454,0,119456,100,119457,1378192,119483,83,
119556,310000,119556,0,119558,100,119578,1376888,119586,83,
119660,310000,119661,0,119663,100,119667,1376848,119675,83,
119756,310000,119757,30,119759,100,119759,1377344,119778,83,
119857,310000,119858,30,119860,97,119861,1377964,119900,82,
119957,310000,119958,30,119960,100,119970,1378708,119999,83,
120067,310000,120068,30,120070,100,120070,1376056,120087,83,
120168,310000,120169,0,120170,100,120171,1376056,120188,83,
120268,310000,120269,0,120270,100,120271,1376056,120300,83,
120369,310000,120370,0,120371,100,120372,1376056,120389,83,
120469,310000,120470,0,120472,100,120473,1376056,120489,83,
120570,310000,120571,0,120572,100,120573,1376180,120590,83,
120671,310000,120672,0,120673,97,120674,1376092,120716,81,
120771,310000,120772,0,120773,100,120774,1376092,120781,83,
120872,310000,120873,0,120882,100,120883,1376340,120908,81,
120972,310000,120973,0,120974,97,120976,1376984,120986,83,
121073,310000,121073,0,121075,100,121076,1377480,121082,83,
121175,310000,121176,0,121178,100,121179,1377604,121201,83,
121278,310000,121279,0,121281,100,121281,1378100,121298,83,
121377,310000,121377,0,121379,100,121380,1378348,121398,83,
121478,310000,121485,0,121487,100,121488,1377168,121536,83,
121579,310000,121580,0,121582,100,121583,1377604,121590,83,
121680,310000,121682,0,121683,97,121684,1378444,121703,81,
121782,310000,121783,0,121784,100,121786,1378692,121792,83,
121882,310000,121883,30,121892,100,121894,1377164,121925,83,
121983,310000,121984,30,121985,97,121986,1377452,121994,81,
122084,310000,122085,30,122086,100,122087,1378196,122093,83,
122184,310000,122185,30,122186,100,122187,1378692,122194,83,
122285,310000,122286,30,122287,100,122296,1377212,122315,83,
122386,310000,122387,30,122389,100,122390,1377260,122396,83,
122487,310000,122488,30,122489,100,122490,1377260,122507,83,
122587,310000,122588,0,122589,100,122590,1377256,122607,83,
122691,310000,122692,0,122694,100,122695,1377820,122701,83,
122794,310000,122795,0,122797,100,122798,1378712,122836,83,
122893,310000,122894,0,122895,100,122896,1378040,122903,83,
122994,310000,122994,0,122996,100,122997,1378040,123004,83,
123094,310000,123095,0,123096,100,123097,1378040,123106,83,
123194,310000,123195,0,123197,100,123198,1378840,123205,83,
123295,310000,123296,0,123297,95,123298,1379172,123304,78,
123396,310000,123396,0,123398,97,123398,1380336,123421,83,
123497,310000,123498,0,123499,100,123501,1378708,123543,83,
123597,310000,123598,31,123599,100,123600,1378816,123621,83,
123700,310000,123701,31,123702,90,123703,1378084,123711,75,
123806,310000,123806,31,123808,97,123809,1378084,123822,81,
123923,310000,123924,31,123926,95,123927,1377020,123933,80,
123974,310000,123975,31,123976,100,123977,1377392,123987,83,
124075,310000,124076,31,124078,100,124080,1377888,124108,83,
124176,310000,124177,31,124178,100,124179,1377888,124186,83,
124278,310000,124279,0,124280,94,124281,1378632,124302,79,
124379,310000,124379,0,124381,100,124382,1377156,124399,83,
124479,310000,124480,0,124481,97,124482,1377652,124502,81,
124580,310000,124583,0,124586,88,124589,1376624,124604,75,
124681,310000,124682,0,124683,86,124684,1376772,124716,72,
124781,310000,124782,0,124784,78,124785,1376936,124818,64,
124882,310000,124883,33,124884,75,124885,1376448,124894,64,
124982,310000,124983,33,124984,77,124985,1377792,124991,65,
125083,310000,125083,33,125084,97,125085,1378288,125094,81,
125184,310000,125184,33,125185,100,125186,1378784,125232,83,
125284,310000,125285,33,125286,100,125287,1376344,125296,83,
125384,310000,125387,33,125388,100,125389,1376716,125418,83,
125485,310000,125486,0,125487,100,125487,1376964,125502,83,
125585,310000,125586,0,125587,100,125588,1377504,125602,83,
125685,310000,125686,0,125687,100,125688,1377464,125717,83,
125786,310000,125786,0,125788,100,125788,1376212,125798,83,
125886,310000,125887,0,125888,97,125889,1376832,125900,81,
125987,310000,125987,0,125989,92,125990,1378568,126016,77,
126096,310000,126097,0,126099,95,126100,1379088,126121,80,
126188,310000,126204,0,126206,100,126207,1377260,126213,83,
126289,310000,126290,0,126291,100,126292,1377508,126320,83,
126389,310000,126390,27,126391,100,126392,1377756,126428,83,
126489,310000,126490,0,126491,100,126492,1378004,126547,83,
126640,310000,126641,0,126642,100,126643,1378468,126649,83,
126740,310000,126741,0,126742,100,126743,1378444,126752,83,
126844,310000,126845,0,126847,95,126848,1377840,126874,80,
126945,310000,126946,0,126947,100,126948,1378088,126954,83,
127044,310000,127045,0,127047,97,127048,1378460,127059,81,
127145,310000,127147,0,127148,100,127149,1379080,127174,83,
127246,310000,127248,0,127250,100,127251,1379452,127264,83,
127347,310000,127348,0,127349,100,127350,1377252,127367,83,
127456,310000,127456,0,127458,97,127458,1377740,127465,81,
127560,310000,127560,0,127562,100,127563,1378360,127582,83,
127660,310000,127661,0,127662,100,127663,1378472,127676,83,
127761,310000,127761,0,127763,100,127764,1377544,127784,83,
127861,310000,127862,0,127864,100,127865,1377852,127881,83,
127962,310000,127963,0,127965,100,127966,1378472,127998,83,
128062,310000,128063,27,128065,100,128066,1379216,128080,83,
128163,310000,128164,27,128166,100,128167,1379960,128209,83,
128263,310000,128265,27,128266,100,128267,1377384,128273,83,
128364,310000,128365,27,128366,100,128367,1377508,128385,81,
128464,310000,128465,27,128466,97,128467,1378348,128473,83,
128565,310000,128566,27,128567,100,128568,1378968,128583,83,
128665,310000,128666,27,128668,100,128668,1377664,128684,83,
128766,310000,128767,27,128768,100,128769,1377664,128792,83,
128867,310000,128867,27,128869,100,128869,1377664,128876,83,
128968,310000,128969,0,128970,97,128971,1378220,128983,81,
129018,310000,129019,0,129020,100,129021,1378592,129051,83,
129120,310000,129125,0,129127,100,129133,1378260,129158,83,
129228,310000,129229,0,129231,100,129232,1377892,129243,83,
129328,310000,129330,0,129331,100,129332,1377892,129358,83,
129431,310000,129432,0,129433,100,129434,1378636,129466,83,
129536,310000,129536,0,129538,100,129551,1379132,129576,83,
129637,310000,129637,0,129639,100,129643,1377652,129661,83,
129737,310000,129738,0,129739,100,129741,1378096,129768,83,
129837,310000,129838,0,129840,100,129841,1378592,129865,83,
129938,310000,129941,0,129943,100,129944,1379336,129961,83,
130038,310000,130039,29,130040,100,130041,1379832,130066,83,
130139,310000,130140,29,130141,100,130142,1378028,130168,83,
130239,310000,130240,29,130241,100,130243,1378028,130270,83,
130345,310000,130347,29,130348,97,130350,1378772,130368,81,
130456,310000,130457,29,130458,100,130460,1379392,130497,83,
130556,310000,130557,29,130558,97,130567,1377972,130574,81,
130656,310000,130657,29,130659,100,130659,1378220,130676,83,
130758,310000,130759,0,130761,100,130762,1378220,130770,83,
130862,310000,130865,0,130866,100,130867,1378840,130874,83,
130965,310000,130965,0,130967,100,130968,1379336,130975,83,
131065,310000,131067,0,131068,100,131071,1377276,131095,83,
131166,310000,131167,0,131168,100,131169,1377724,131192,83,
131267,310000,131269,0,131271,100,131274,1378468,131284,83,
131367,310000,131368,0,131370,88,131371,1382932,131381,71,
131468,310000,131469,0,131472,90,131473,1379804,131521,77,
131568,310000,131570,25,131571,100,131579,1378552,131587,83,
131684,310000,131685,25,131687,97,131687,1378964,131714,81,
131785,310000,131786,25,131800,97,131802,1379708,131826,82,
131885,310000,131886,25,131888,100,131888,1380080,131936,83,
131986,310000,131987,25,131988,97,131990,1377848,132020,81,
132086,310000,132087,25,132089,97,132090,1378220,132117,81,
132187,310000,132188,25,132198,100,132203,1378716,132217,83,
132288,310000,132289,25,132297,100,132299,1379336,132320,83,
132389,310000,132390,25,132391,100,132392,1379832,132431,83,
132490,310000,132490,0,132492,97,132493,1378140,132503,81,
132590,310000,132591,0,132592,100,132593,1378140,132602,83,
132694,310000,132696,0,132699,100,132700,1378716,132718,83,
132795,310000,132797,0,132801,100,132803,1378964,132813,83,
132896,310000,132896,0,132903,100,132905,1379460,132930,83,
132996,310000,132997,0,133008,100,133020,1378228,133036,83,
133097,310000,133098,29,133100,97,133101,1378748,133108,81,
133197,310000,133198,29,133205,100,133206,1379120,133219,83,
133298,310000,133300,29,133303,100,133304,1379616,133317,83,
133399,310000,133400,29,133402,86,133403,1380112,133416,71,
133499,310000,133500,29,133501,97,133503,1378716,133509,81,
133599,310000,133600,29,133602,94,133616,1379956,133621,80,
133700,310000,133702,29,133706,95,133709,1380524,133718,79,
133800,310000,133801,29,133803,100,133804,1380772,133827,83,
133901,310000,133901,29,133906,100,133907,1379008,133935,83,
134001,310000,134002,29,134003,97,134006,1379752,134012,81,
134107,310000,134107,29,134109,100,134109,1379876,134122,83,
134203,310000,134204,29,134207,100,134208,1379876,134219,83,
134304,310000,134305,29,134308,100,134309,1380548,134337,83,
134404,310000,134406,28,134408,100,134409,1379544,134425,83,
134505,310000,134507,28,134508,97,134509,1379696,134515,81,
134605,310000,134606,28,134612,100,134613,1379956,134620,83,
134706,310000,134707,28,134712,100,134713,1380452,134729,83,
134806,310000,134807,28,134808,97,134817,1379144,134840,81,
134907,310000,134909,28,134910,100,134911,1379764,134929,83,
135011,310000,135013,28,135017,100,135018,1380136,135030,83,
135066,310000,135067,28,135068,95,135074,1380384,135106,80,
135168,310000,135169,28,135171,100,135172,1380756,135180,83,
135269,310000,135270,28,135271,100,135272,1379180,135298,83,
135369,310000,135370,0,135371,100,135372,1379180,135393,83,
135470,310000,135471,0,135472,100,135473,1379304,135491,83,
135570,310000,135571,0,135572,97,135573,1380116,135617,81,
135670,310000,135671,0,135673,100,135673,1380576,135697,83,
135771,310000,135772,0,135776,97,135777,1379556,135807,81,
135923,310000,135925,0,135927,100,135928,1380300,135933,83,
135975,310000,135976,27,135977,90,135978,1380548,136008,75,
136075,310000,136076,27,136080,92,136105,1381292,136113,79,
136176,310000,136177,27,136179,100,136181,1381664,136220,83,
136327,310000,136328,27,136329,100,136330,1380108,136347,83,
136428,310000,136429,27,136431,100,136432,1380604,136465,83,
136478,310000,136479,27,136480,100,136481,1380728,136494,83,
136579,310000,136580,27,136581,97,136585,1381332,136635,81,
136680,310000,136683,27,136687,100,136695,1379392,136731,83,
136781,310000,136781,27,136783,100,136784,1379888,136792,83,
136945,310000,136946,0,136947,100,136948,1380384,136968,83,
136986,310000,136987,0,136989,100,136990,1380632,137009,83,
137088,310000,137089,0,137091,100,137092,1381252,137115,83,
137191,310000,137191,0,137193,100,137194,1379648,137213,83,
137291,310000,137292,0,137293,100,137295,1380020,137302,83,
137394,310000,137395,27,137396,100,137397,1380516,137413,83,
137495,310000,137496,27,137498,100,137498,1381136,137507,83,
137596,310000,137597,0,137598,100,137599,1381056,137618,83,
137698,310000,137700,0,137701,100,137716,1381552,137768,83,
137798,310000,137799,0,137801,100,137801,1379772,137819,83,
137899,310000,137899,0,137901,100,137911,1380640,137921,83,
137999,310000,138000,0,138002,100,138003,1381260,138021,83,
138100,310000,138100,0,138102,100,138105,1381632,138119,83,
138200,310000,138201,0,138202,100,138216,1379764,138231,83,
138300,310000,138302,0,138308,100,138309,1380508,138330,83,
138402,310000,138402,0,138408,100,138409,1380880,138429,83,
138502,310000,138503,0,138504,100,138505,1381252,138533,83,
138603,310000,138615,0,138617,100,138618,1381924,138641,83,
138703,310000,138704,0,138712,100,138713,1379496,138730,83,
138804,200000,138805,28,138806,100,138807,1379744,138821,83,
138906,310000,138907,28,138908,97,138909,1380488,138950,81,
139006,310000,139006,28,139008,100,139009,1380984,139027,83,
139106,310000,139107,28,139109,97,139110,1381604,139134,81,
139215,310000,139216,28,139218,100,139219,1380012,139257,83,
139317,310000,139318,28,139320,100,139321,1380632,139346,83,
139420,310000,139421,0,139422,100,139423,1381128,139444,83,
139521,310000,139522,0,139523,97,139524,1381624,139553,81,
139622,310000,139623,0,139624,97,139625,1375416,139642,81,
139726,310000,139726,0,139728,100,139728,1375416,139753,83,
139826,310000,139827,0,139828,100,139829,1375664,139849,83,
139927,310000,139928,0,139930,97,139931,1375480,139952,81,
140028,310000,140028,0,140030,100,140031,1375916,140067,83,
140129,310000,140130,28,140131,95,140143,1374860,140152,80,
140229,310000,140230,28,140231,97,140232,1374560,140263,81,
140330,310000,140331,28,140332,100,140333,1374684,140357,83,
140432,310000,140432,0,140434,100,140435,1375416,140481,83,
140532,310000,140533,0,140534,95,140535,1373984,140559,80,
140632,310000,140633,0,140634,100,140635,1374592,140660,83,
